0,1,0
0.01,0.9989909,0.010090817
0.02,0.99796337,0.0203666
0.03,0.99691683,0.030832479
0.04,0.99585056,0.041493773
0.049999997,0.9947644,0.05235602
0.059999995,0.99365747,0.06342494
0.06999999,0.99252933,0.0747065
0.07999999,0.9913794,0.08620689
0.08999999,0.99020666,0.09793251
0.09999999,0.989011,0.10989009
0.109999985,0.98779136,0.122086555
0.11999998,0.98654705,0.13452913
0.12999998,0.9852774,0.14722534
0.13999999,0.9839817,0.16018306
0.14999999,0.98265904,0.1734104
0.16,0.9813084,0.18691587
0.17,0.9799291,0.20070837
0.18,0.9785203,0.21479714
0.19000001,0.9770808,0.22919181
0.20000002,0.9756097,0.24390246
0.21000002,0.9741061,0.25893962
0.22000003,0.97256863,0.27431428
0.23000003,0.97099626,0.2900379
0.24000004,0.9693878,0.3061225
0.25000003,0.9677419,0.32258067
0.26000002,0.9660575,0.33942562
0.27,0.964333,0.3566711
0.28,0.9625669,0.37433156
0.29,0.9607578,0.39242217
0.29999998,0.9589042,0.4109589
0.30999997,0.95700425,0.42995834
0.31999996,0.9550562,0.44943812
0.32999995,0.95305836,0.46941668
0.33999994,0.9510087,0.4899134
0.34999993,0.94890517,0.5109488
0.35999992,0.94674563,0.5325442
0.36999992,0.9445278,0.5547224
0.3799999,0.9422493,0.5775074
0.3899999,0.93990767,0.6009243
0.3999999,0.93750006,0.6249997
0.40999988,0.9350238,0.6497619
0.41999987,0.9324759,0.6752408
0.42999986,0.9298533,0.7014678
0.43999985,0.92715245,0.7284764
0.44999984,0.9243699,0.7563021
0.45999983,0.9215018,0.78498244
0.46999982,0.91854435,0.81455755
0.4799998,0.9154931,0.8450699
0.4899998,0.9123436,0.8765647
0.4999998,0.909091,0.9090902
0.5099998,0.9057302,0.94269806
0.5199998,0.9022557,0.9774429
0.5299998,0.8986617,1.0133836
0.5399998,0.89494175,1.0505829
0.5499998,0.8910892,1.089108
0.55999976,0.88709694,1.1290314
0.56999975,0.882957,1.1704302
0.57999974,0.8786613,1.2133881
0.58999974,0.8742005,1.2579945
0.5999997,0.8695654,1.3043467
0.6099997,0.8647451,1.3525484
0.6199997,0.8597287,1.4027134
0.6299997,0.85450363,1.4549637
0.6399997,0.8490568,1.5094322
0.6499997,0.84337366,1.5662631
0.65999967,0.83743864,1.6256138
0.66999966,0.83123446,1.6876552
0.67999965,0.82474256,1.7525752
0.68999964,0.8179422,1.820578
0.69999963,0.8108111,1.8918892
0.7099996,0.80332434,1.966756
0.7199996,0.7954549,2.0454514
0.7299996,0.7871724,2.1282766
0.7399996,0.7784435,2.2155652
0.7499996,0.7692312,2.3076885
0.7599996,0.7594942,2.4050593
0.76999956,0.7491861,2.5081387
0.77999955,0.7382556,2.617445
0.78999954,0.72664416,2.7335587
0.79999954,0.7142864,2.8571372
0.8099995,0.7011076,2.9889233
0.8199995,0.68702364,3.129764
0.8299995,0.6719375,3.2806246
0.8399995,0.6557386,3.4426148
0.8499995,0.63829875,3.6170118
0.8599995,0.6194701,3.8052998
0.86999947,0.59907943,4.009205
0.87999946,0.5769244,4.230757
0.88999945,0.5527653,4.4723487
0.89999944,0.52631724,4.736826
0.90999943,0.4972393,5.027607
0.9199994,0.46511826,5.348818
0.9299994,0.42945018,5.705501
0.9399994,0.38961285,6.10387
0.9499994,0.34483045,6.551695
0.9599994,0.29412103,7.058791
0.9699994,0.23622444,7.6377587
0.97999936,0.16949606,8.3050375
0.98999935,0.09174855,9.082514
0.99999934,6.5564736E-06,9.999936
